@RELATION interaction
 
@ATTRIBUTE C0 NUMERIC
@ATTRIBUTE C1 NUMERIC
@ATTRIBUTE C2 NUMERIC
@ATTRIBUTE C3 NUMERIC
@ATTRIBUTE TP {C0, C1, C2, C3}


@DATA
2.64,36.97,4.47,6.89,C1
4.82,0.0,3.03,2.35,C0
0.0,0.0,0.0,19.56,C3
3.45,0.0,5.42,2.33,C2
0.0,0.0,0.0,16.4,C3
1.24,54.99,5.93,4.9,C2
2.72,0.0,2.62,2.48,C2
0.0,0.0,0.0,5.17,C3
4.1,4.03,2.86,2.52,C1
2.54,0.0,0.0,2.32,C0
3.74,0.0,1.75,2.4,C2
1.31,73.75,6.8,2.28,C2
9.48,0.0,0.98,2.25,C3
18.91,0.0,0.95,27.29,C3
1.41,86.8,7.8,2.56,C2
7.52,0.0,1.78,2.46,C0
2.56,7.0,2.79,2.45,C1
3.78,31.0,0.92,4.61,C1
1.19,5.31,1.49,2.02,C1
1.24,0.0,3.38,2.23,C1
0.0,0.0,0.0,20.19,C3
11.66,7.58,1.82,9.47,C1
10.63,0.0,1.65,5.88,C2
7.82,29.16,9.06,11.43,C2
6.64,0.0,0.0,4.74,C0
18.37,3.61,0.82,37.95,C1
6.4,13.8,3.65,14.31,C1
0.82,0.0,6.59,3.4,C2
5.5,30.17,8.86,19.76,C2
1.34,28.84,0.99,41.17,C1
4.38,0.0,0.0,11.04,C0
5.21,15.11,7.24,4.93,C1
5.24,0.0,0.0,12.38,C0
3.67,0.0,6.78,4.82,C2
2.79,28.14,0.97,29.82,C1
5.49,0.0,3.72,4.97,C0
1.29,39.03,1.82,12.24,C1
2.66,86.54,17.6,2.5,C2
18.09,22.36,1.74,24.24,C1
2.53,2.93,0.83,20.09,C1
0.3,0.0,0.64,2.37,C2
4.44,0.0,0.75,35.86,C0
3.96,0.0,0.0,21.55,C0
18.58,50.69,37.09,2.33,C2
4.06,0.0,0.0,24.38,C0
1.37,0.0,0.93,2.49,C2
5.21,0.0,0.0,16.87,C0
2.77,28.33,0.98,32.7,C1
0.0,0.0,0.0,49.96,C3
1.21,3.31,3.44,6.48,C2
2.45,0.0,1.67,2.25,C2
2.36,69.03,7.34,4.89,C1
1.35,0.0,0.97,2.43,C2
5.47,0.0,0.87,35.17,C1
5.75,0.0,0.58,4.32,C0
1.28,3.98,1.93,14.78,C1
13.85,0.0,0.96,26.49,C2
2.72,0.0,0.39,1.59,C1
6.72,0.0,1.94,22.38,C1
0.0,0.0,0.0,34.59,C3
4.15,4.09,3.81,2.49,C1
3.93,87.02,5.6,2.43,C2
3.4,35.52,5.5,2.22,C1
14.21,3.56,4.61,9.56,C1
1.3,24.3,3.31,4.63,C1
1.35,3.73,1.82,2.46,C1
9.09,0.0,0.0,26.9,C3
1.33,6.81,3.13,8.67,C1
6.79,0.0,2.62,28.46,C0
3.95,7.75,3.67,2.38,C1
4.39,22.18,2.41,8.07,C2
2.13,80.16,16.48,4.44,C2
2.68,8.01,5.72,2.5,C2
10.54,0.0,1.44,1.79,C0
1.35,0.0,0.0,19.34,C2
5.27,0.0,0.9,12.1,C2
4.9,62.06,6.21,6.39,C1
1.3,0.0,1.8,17.38,C0
2.76,42.63,4.6,2.32,C1
38.43,73.45,0.97,42.67,C1
1.34,0.0,1.69,15.48,C1
9.43,0.0,1.85,7.46,C0
11.79,42.15,8.28,2.43,C2
5.13,0.0,0.0,11.99,C3
3.23,0.0,0.0,2.36,C2
11.19,0.0,0.0,21.56,C0
4.13,0.0,1.9,5.03,C2
1.26,24.66,5.06,2.3,C2
2.74,0.0,0.72,2.46,C2
2.42,51.81,2.35,9.3,C1
10.96,0.0,2.84,14.94,C2
2.1,0.0,3.7,2.09,C2
7.22,0.0,0.0,9.19,C0
2.63,11.35,0.9,2.38,C1
4.8,19.28,3.28,2.22,C1
7.71,0.0,0.0,2.11,C0
3.39,0.0,0.74,33.19,C0
62.26,94.07,70.96,20.27,C0
2.77,23.44,6.66,5.05,C1
4.01,4.08,0.94,4.95,C1
2.74,12.13,1.91,2.47,C1
11.01,52.79,5.8,4.95,C1
8.72,16.29,1.86,36.14,C1
1.22,10.2,1.73,4.66,C1
2.65,3.64,1.87,4.76,C2
1.33,0.0,2.54,8.77,C2
2.11,0.0,0.0,10.18,C0
8.5,32.84,2.5,14.87,C1
7.16,7.84,2.17,13.34,C1
9.8,6.81,11.92,4.65,C1
3.96,0.0,1.12,8.07,C0
2.29,27.64,1.74,9.24,C1
10.41,65.78,4.29,14.32,C1
2.46,34.35,5.45,1.99,C2
1.87,0.0,0.0,14.71,C3
1.01,0.0,0.0,19.12,C0
0.0,0.0,0.0,5.83,C3
1.82,0.0,0.0,4.69,C2
5.15,0.0,0.0,5.68,C0
4.87,0.0,0.0,13.89,C3
2.63,3.2,2.65,2.46,C1
0.0,0.0,0.0,19.55,C3
22.34,14.12,9.16,40.59,C1
0.0,0.0,0.0,24.5,C3
5.39,59.77,2.78,9.93,C1
5.07,11.48,7.03,4.51,C2
5.5,0.0,0.0,11.04,C0
0.0,0.0,0.0,17.67,C3
40.01,85.88,46.62,20.27,C2
0.64,0.0,0.97,3.4,C1
9.19,0.0,0.0,11.91,C0
11.05,68.29,15.58,10.13,C0
2.62,14.05,5.29,2.42,C1
6.39,0.0,0.0,7.17,C0
5.25,7.88,6.67,4.64,C2
2.28,2.72,7.15,2.21,C1
2.56,10.39,2.58,10.38,C3
7.57,0.0,3.66,4.82,C0
2.31,2.47,0.75,15.24,C1
1.36,0.0,0.0,22.66,C0
4.19,8.04,11.67,5.05,C1
1.23,0.0,1.57,3.88,C1
2.71,0.0,1.57,2.4,C0
0.0,0.0,0.0,19.38,C0
9.65,0.0,0.0,17.62,C0
3.99,0.0,0.0,2.45,C0
2.62,0.0,0.0,21.39,C3
2.43,0.0,0.0,4.61,C0
4.23,0.0,0.0,3.09,C0
20.42,0.0,8.56,4.71,C1
0.0,0.0,0.0,32.15,C0
6.76,39.03,5.75,2.4,C2
3.65,10.07,6.7,4.93,C1
2.21,0.0,1.76,4.55,C1
6.19,0.0,0.87,4.98,C2
2.32,0.0,0.82,10.47,C2
16.91,0.0,0.0,7.88,C0
1.17,0.0,0.0,1.89,C0
0.0,14.54,0.71,0.03,C1
2.66,0.0,1.67,2.38,C0
2.55,3.4,0.89,2.36,C1
7.2,16.49,2.92,2.44,C1
5.63,13.13,3.12,9.05,C1
14.87,23.58,1.91,5.08,C1
12.54,54.37,7.94,4.48,C0
3.45,19.77,3.64,4.1,C1
41.45,61.98,7.71,17.6,C1
0.0,0.0,0.0,19.1,C3
3.6,55.07,1.85,30.24,C1
1.31,22.19,0.91,18.62,C1
1.83,6.31,4.07,5.55,C1
20.6,0.0,2.69,24.0,C2
9.43,7.12,0.88,16.97,C3
3.76,0.0,1.72,14.26,C1
4.06,0.0,3.86,2.52,C2
13.59,0.0,5.66,14.85,C0
3.98,0.0,0.0,5.22,C0
2.57,17.04,3.23,2.44,C1
3.83,3.9,3.74,2.43,C2
8.63,0.0,0.0,7.61,C0
2.27,0.0,1.16,4.26,C1
5.16,74.48,6.59,4.37,C1
3.46,0.0,0.0,15.22,C0
2.58,27.09,9.23,2.41,C0
2.56,18.69,1.76,2.41,C2
6.29,20.57,3.69,9.16,C1
1.38,59.71,1.93,2.51,C1
6.71,19.71,0.95,4.89,C2
6.45,82.78,5.76,19.61,C0
2.53,2.92,3.91,14.95,C1
1.37,0.0,0.0,24.71,C3
3.84,0.0,3.52,2.42,C1
15.63,6.86,2.73,7.31,C1
8.1,0.0,0.0,12.41,C0
1.72,0.0,0.0,20.11,C3
35.11,0.0,0.95,24.72,C0
1.3,0.0,0.87,4.16,C2
0.7,5.49,0.6,4.89,C1
14.7,0.0,0.69,21.34,C0
0.0,0.0,0.0,23.91,C3
2.72,4.07,3.89,2.52,C1
2.59,0.0,0.8,12.82,C2
19.84,0.0,0.93,19.7,C0
0.0,0.0,0.0,7.74,C0
2.63,0.0,1.74,4.35,C1
8.36,12.39,2.95,45.29,C2
0.0,0.0,0.0,17.6,C0
3.97,78.31,4.83,2.29,C2
1.36,3.73,2.76,2.46,C1
5.16,0.0,0.0,4.75,C0
6.58,0.0,1.39,6.51,C2
0.0,0.0,0.0,20.9,C3
7.65,52.08,18.55,7.07,C2
4.03,0.0,0.0,34.38,C0
12.39,0.0,0.0,12.56,C3
11.76,81.98,27.77,34.37,C0
1.31,0.0,0.0,14.07,C2
14.75,0.0,0.0,24.45,C3
5.0,0.0,0.0,17.33,C0
1.17,0.0,4.34,2.32,C2
4.56,0.0,2.7,9.4,C2
19.05,16.02,4.7,4.82,C1
3.48,3.85,7.74,2.28,C2
16.23,0.0,7.6,7.19,C2
2.06,0.0,0.0,12.31,C0
2.71,24.64,2.95,2.52,C1
2.69,11.4,0.89,2.42,C1
2.71,31.97,1.89,9.62,C1
4.08,69.29,7.92,4.94,C1
4.02,19.8,1.87,2.44,C1
2.49,17.42,1.82,2.12,C1
1.3,0.0,2.5,4.08,C1
3.63,0.0,0.0,27.68,C3
4.0,0.0,1.82,6.8,C2
10.13,0.0,0.0,2.27,C0
16.98,0.0,0.0,38.41,C0
1.14,6.84,3.66,14.34,C2
2.63,0.0,2.81,2.47,C1
1.24,3.58,0.72,25.97,C1
2.57,0.0,0.79,2.26,C2
3.92,3.76,1.78,2.35,C2
1.17,9.85,3.56,9.33,C1
7.04,0.0,0.0,23.36,C3
1.32,19.65,4.74,4.88,C2
3.38,29.1,5.56,6.5,C1
5.14,47.82,0.9,4.76,C1
4.0,0.0,0.0,32.5,C3
1.23,38.14,4.66,7.27,C2
8.16,0.0,1.93,2.54,C2
4.72,0.0,1.58,2.16,C2
9.42,0.0,5.64,4.96,C0
1.11,0.0,0.0,16.7,C3
14.27,0.0,0.0,8.76,C0
1.34,0.0,0.83,2.48,C2
8.22,0.0,1.65,1.85,C0
2.1,12.59,5.81,2.05,C2
6.67,0.0,0.0,9.86,C0
1.4,19.72,0.97,9.93,C1
1.15,0.0,0.0,9.54,C0
10.63,37.02,2.69,2.48,C1
2.43,6.4,3.19,34.46,C1
2.51,33.52,7.21,2.14,C2
3.63,0.0,3.44,4.61,C2
3.71,0.0,0.0,9.6,C0
1.32,7.45,5.56,8.83,C1
3.96,64.71,1.9,1.93,C2
0.0,0.0,0.0,19.37,C3
1.95,28.48,1.26,13.24,C1
0.0,0.0,0.0,17.66,C3
8.4,0.0,0.0,18.46,C0
2.69,54.2,5.65,4.96,C1
1.38,12.14,0.97,7.44,C1
1.32,0.0,1.84,4.93,C2
4.54,0.0,0.0,34.33,C0
2.35,0.0,2.49,2.36,C2
17.9,0.0,3.17,15.52,C1
9.87,0.0,0.51,28.33,C0
1.32,0.0,1.86,4.93,C2
2.63,27.93,1.86,2.32,C1
1.34,15.56,3.74,4.63,C1
1.3,2.89,2.24,4.56,C2
2.5,0.0,1.73,2.3,C1
1.37,23.64,2.76,2.47,C1
0.28,0.0,0.0,6.56,C3
3.78,18.2,1.74,10.67,C1
6.38,0.0,0.0,4.74,C0
14.72,0.0,0.0,44.18,C0
10.97,3.75,10.41,12.35,C1
11.27,2.92,11.62,12.55,C1
1.9,2.51,1.42,11.95,C1
2.55,0.0,0.0,4.59,C2
4.01,0.0,8.43,2.43,C1
6.72,57.21,2.79,41.9,C2
1.36,14.96,1.74,12.01,C1
3.91,0.0,0.85,14.17,C2
7.23,16.38,0.81,22.27,C1
2.64,13.26,2.46,2.36,C1
1.39,62.85,0.95,5.05,C2
2.67,7.55,0.91,2.36,C1
7.76,44.59,1.91,39.96,C1
1.28,0.0,0.0,2.54,C0
1.1,0.0,0.0,6.48,C2
1.29,0.0,0.86,7.33,C1
5.41,0.0,0.0,2.51,C0
1.38,0.0,5.7,2.55,C2
3.36,0.0,0.58,1.57,C1
2.77,27.13,3.83,2.51,C2
3.99,0.0,0.0,4.67,C2
10.93,0.0,0.9,40.31,C2
2.72,36.39,3.86,17.38,C1
1.41,28.32,0.98,5.05,C1
1.22,0.0,0.0,18.93,C2
2.74,68.25,3.63,2.49,C1
4.0,0.0,1.7,37.96,C2
15.61,0.0,0.0,30.88,C3
6.05,0.0,2.62,19.98,C2
2.65,18.84,0.94,4.92,C1
3.66,0.0,0.0,4.22,C0
1.87,26.34,2.36,2.24,C1
2.67,26.84,2.71,2.34,C1
2.73,11.63,2.84,2.53,C1
17.63,92.05,53.48,24.67,C0
13.55,0.0,8.28,2.49,C2
2.44,13.41,1.59,24.52,C1
0.0,0.0,0.0,10.86,C3
1.3,11.31,0.81,18.9,C1
1.22,16.36,2.89,4.03,C1
0.0,0.0,0.0,13.76,C0
3.74,22.97,1.83,2.45,C1
3.66,0.0,0.0,24.31,C0
2.44,3.23,5.48,6.73,C2
5.25,3.9,2.8,2.45,C1
16.52,36.71,18.49,12.64,C1
7.57,0.0,0.5,15.71,C3
2.68,8.24,1.94,6.17,C1
3.92,3.83,0.93,2.48,C1
2.32,18.68,1.54,2.3,C1
0.0,0.0,0.0,2.49,C0
1.29,0.0,0.0,4.63,C0
4.06,64.25,4.78,2.53,C2
1.31,0.0,0.88,21.99,C1
2.76,12.29,2.06,2.4,C1
2.28,14.44,5.19,2.5,C2
4.13,0.0,4.69,2.49,C0
4.48,0.0,0.0,20.51,C3
5.67,3.5,3.89,7.09,C1
5.23,26.44,3.53,2.37,C1
2.57,18.33,0.89,2.37,C1
2.42,0.0,0.0,18.22,C3
4.98,0.0,0.0,23.59,C0
9.39,0.0,0.0,8.53,C0
0.5,0.0,0.41,24.08,C1
1.44,0.0,0.0,19.78,C2
23.69,0.0,0.0,17.74,C2
3.79,7.64,0.91,4.06,C1
2.65,0.0,0.0,14.33,C0
2.55,65.59,0.91,11.87,C1
20.22,26.56,5.72,19.56,C2
0.0,0.0,0.0,13.96,C0
3.77,0.0,0.07,4.23,C2
2.71,8.1,6.74,12.43,C2
3.27,0.0,0.6,6.13,C2
3.65,0.0,1.92,2.39,C1
2.42,31.28,0.83,2.22,C1
11.65,0.0,0.0,36.4,C3
2.59,11.9,3.21,2.24,C1
2.69,0.0,0.93,22.41,C1
5.45,16.09,3.68,2.45,C1
9.05,0.0,4.79,2.49,C2
7.85,80.83,2.72,36.2,C2
0.0,0.0,0.0,22.25,C3
2.56,0.0,0.79,2.23,C2
0.5,5.65,0.55,5.05,C1
5.37,0.0,3.8,2.49,C2
4.09,36.46,3.84,2.51,C2
2.67,3.24,3.42,2.34,C1
4.0,11.75,0.92,2.46,C1
8.12,27.09,1.91,9.92,C1
3.52,38.21,5.42,6.37,C2
23.95,27.06,1.78,4.83,C1
1.36,27.16,1.87,2.48,C1
2.56,69.93,7.08,2.43,C2
3.27,3.01,1.54,4.35,C2
0.0,0.0,0.0,20.57,C3
5.64,0.0,0.0,1.88,C0
9.48,2.79,5.15,13.41,C1
0.0,0.0,0.0,17.64,C3
0.9,0.0,0.0,0.82,C0
5.06,0.0,0.0,7.24,C0
2.54,21.66,0.77,4.17,C1
22.13,0.0,3.7,9.96,C1
2.72,7.99,1.95,2.52,C1
1.23,0.93,0.09,7.94,C3
15.77,0.0,0.0,18.94,C0
4.02,0.0,0.0,2.26,C0
3.77,11.43,2.79,4.72,C1
2.2,11.57,3.64,2.12,C1
6.81,0.0,3.82,2.48,C0
16.28,0.0,4.81,15.02,C3
7.34,0.0,5.42,9.36,C3
5.36,0.0,0.0,14.84,C0
8.0,83.77,3.86,34.72,C2
2.65,0.0,3.68,14.91,C2
4.06,15.16,13.94,2.46,C2
1.18,25.8,1.68,25.01,C1
1.14,27.34,6.52,2.18,C2
1.31,0.0,0.0,19.48,C0
2.69,16.03,2.82,2.41,C1
2.13,0.0,3.01,9.02,C1
4.15,0.0,0.0,6.45,C0
2.86,0.0,0.0,12.54,C2
0.0,0.0,0.0,4.31,C1
3.71,0.0,0.9,28.72,C2
6.58,0.0,0.0,7.38,C3
17.05,0.0,0.0,50.3,C3
13.19,0.0,4.58,4.89,C2
1.21,19.46,2.42,6.39,C3
2.65,0.0,0.9,2.38,C2
2.56,0.0,1.72,2.28,C1
12.86,27.08,3.62,36.97,C1
2.74,3.97,3.87,4.89,C1
3.47,21.81,0.83,9.55,C1
26.93,0.0,0.0,56.19,C0
6.93,0.0,0.0,8.48,C0
6.21,0.0,0.0,7.1,C0
1.73,0.0,0.0,24.37,C0
7.79,0.0,1.72,16.09,C1
12.52,0.0,2.4,9.53,C1
2.76,0.0,0.92,5.05,C2
0.41,0.0,0.0,10.49,C3
1.37,0.0,0.0,22.53,C3
1.4,46.42,1.89,10.26,C1
5.27,0.0,1.37,1.98,C2
1.2,0.0,0.0,11.48,C0
0.95,0.0,0.0,29.29,C2
3.84,7.16,6.98,2.48,C1
4.06,13.04,1.74,16.63,C1
5.54,0.0,0.0,2.54,C2
5.4,16.15,1.93,34.25,C1
1.96,18.65,8.02,2.26,C1
2.36,57.41,6.28,2.29,C1
2.64,0.0,1.72,31.33,C2
3.81,30.88,3.18,1.97,C1
0.0,0.0,0.0,21.81,C3
1.32,22.76,2.63,4.74,C1
1.29,0.0,0.0,15.62,C2
1.39,4.11,0.98,2.52,C1
13.64,0.0,6.69,2.5,C0
1.78,0.0,0.37,20.47,C0
10.58,34.33,1.84,9.99,C1
2.65,18.25,5.53,4.53,C1
8.06,0.0,0.94,2.49,C0
3.51,43.89,7.16,2.33,C2
0.0,0.0,0.0,35.27,C0
10.54,8.29,0.98,14.31,C1
3.65,8.74,1.51,2.09,C1
0.93,34.49,2.98,16.72,C1
2.67,11.21,3.58,2.35,C1
4.13,28.66,5.78,2.45,C1
4.46,28.95,3.31,2.0,C1
2.76,16.28,2.88,2.48,C1
1.38,46.81,3.83,2.42,C1
4.09,11.6,1.9,2.51,C1
1.32,21.99,1.82,7.49,C1
4.05,0.0,0.0,2.46,C0
1.82,22.56,3.18,13.28,C2
3.59,0.0,1.41,4.36,C1
2.74,12.4,8.79,2.51,C2
1.37,0.0,0.93,2.51,C2
0.0,0.0,0.0,2.47,C0
2.51,13.69,0.91,7.21,C1
2.49,0.0,0.0,11.21,C0
0.92,0.0,0.0,28.61,C3
6.99,0.0,2.31,18.08,C0
2.76,0.0,0.4,2.07,C2
4.06,0.0,0.0,2.48,C0
1.31,0.0,0.0,22.44,C3
12.17,0.0,0.0,37.58,C2
2.77,0.0,0.0,2.32,C2
2.01,0.0,2.05,1.99,C2
9.85,0.0,0.0,29.55,C0
6.75,0.0,5.45,14.39,C3
3.81,0.0,0.0,12.24,C3
2.46,23.33,3.45,11.67,C1
2.65,31.85,0.89,31.32,C1
1.3,0.0,0.0,23.82,C3
1.3,11.51,1.87,2.46,C1
2.68,27.86,2.81,4.81,C1
1.29,0.0,0.89,14.35,C2
3.94,0.0,4.77,4.83,C2
4.07,51.25,1.88,2.46,C1
14.62,0.0,0.0,19.28,C0
1.38,39.57,1.91,2.51,C1
1.4,56.32,0.93,24.56,C1
15.26,0.0,1.94,17.76,C0
0.0,0.0,0.0,43.33,C3
2.77,3.8,1.83,2.52,C1
0.0,0.0,0.0,27.45,C3
2.61,26.67,2.77,2.38,C1
1.99,0.0,7.14,3.57,C2
2.7,3.99,3.88,2.3,C1
0.88,0.0,0.0,22.2,C2
1.3,17.59,1.81,2.42,C1
0.0,0.0,0.0,26.98,C3
2.71,72.1,1.9,2.44,C1
2.59,24.08,1.87,2.4,C1
5.31,26.18,0.89,2.49,C1
6.87,0.0,0.0,5.02,C0
21.8,0.0,3.87,20.02,C1
20.49,0.0,14.35,12.5,C2
3.18,0.0,0.0,2.14,C0
2.58,0.0,0.0,26.52,C0
3.88,0.0,0.0,7.18,C3
12.42,0.0,0.0,4.97,C2
4.08,0.0,0.0,12.15,C0
4.19,0.0,5.77,10.81,C2
4.14,41.54,3.31,18.17,C1
2.39,19.4,6.95,2.18,C1
1.25,2.92,0.86,4.39,C1
7.62,0.0,0.0,11.46,C3
5.16,0.0,3.67,2.46,C2
3.18,0.0,0.75,2.26,C2
1.35,14.91,2.78,2.36,C1
2.39,0.0,0.0,2.18,C0
2.63,34.96,3.49,7.2,C1
3.96,0.0,5.47,4.53,C2
9.62,10.99,10.66,2.02,C0
5.11,3.86,10.38,2.47,C2
2.63,0.0,3.68,2.18,C0
16.7,9.5,0.8,19.7,C1
20.68,0.0,0.0,12.57,C2
3.68,0.0,0.0,2.21,C0
4.1,8.16,1.95,32.58,C1
2.54,34.35,2.66,2.41,C1
1.25,0.0,1.8,2.16,C2
9.56,4.2,4.46,27.14,C1
1.36,0.0,0.0,29.33,C3
0.08,0.0,0.0,4.02,C3
0.0,0.0,0.0,17.21,C3
0.42,0.0,0.0,12.42,C3
1.11,0.0,0.0,26.44,C3
1.29,8.08,1.9,1.47,C1
7.01,0.0,1.48,3.71,C1
13.8,12.04,6.72,5.03,C1
1.28,0.0,0.0,37.29,C0
5.38,11.52,0.95,2.49,C2
5.47,56.69,9.66,24.46,C2
4.75,0.0,0.0,15.98,C3
2.28,33.0,4.96,15.65,C1
11.1,0.0,1.94,2.55,C2
1.39,16.18,1.97,2.5,C1
0.34,0.0,0.0,20.13,C3
1.38,15.57,3.78,2.53,C1
4.05,56.18,2.9,2.53,C2
2.73,79.78,2.77,2.47,C2
12.11,0.0,1.89,42.27,C0
5.2,42.76,0.94,2.46,C1
1.86,3.69,1.66,6.49,C1
29.38,43.35,4.68,41.4,C1
2.69,0.0,0.0,7.43,C3
2.56,0.0,0.0,12.36,C0
3.67,0.0,0.0,23.33,C0
3.54,0.0,0.0,23.06,C0
1.28,75.06,2.65,6.96,C1
1.25,52.9,1.61,4.83,C1
11.97,0.0,0.0,2.49,C0
1.38,8.09,3.87,2.52,C1
3.89,0.0,2.58,33.27,C2
0.0,0.0,0.0,11.46,C0
1.27,0.0,0.0,2.44,C0
2.43,14.44,2.54,6.57,C2
10.12,0.0,0.0,35.44,C0
4.08,76.57,8.81,4.94,C1
54.67,0.0,0.0,67.33,C0
2.69,0.0,0.0,2.36,C2
6.2,33.29,1.9,35.15,C1
3.69,13.74,2.66,9.48,C1
9.59,0.0,0.0,4.92,C2
8.33,0.0,0.96,5.03,C2
2.65,7.91,4.69,2.43,C1
6.31,7.7,4.33,16.5,C1
4.45,6.57,9.25,6.3,C1
2.57,0.0,1.65,16.67,C2
9.85,0.0,0.0,7.08,C3
0.0,0.0,0.0,27.45,C3
2.95,0.0,0.67,2.25,C0
2.44,48.06,2.77,4.47,C2
12.21,0.0,0.0,12.45,C3
2.0,0.0,0.0,20.61,C3
11.16,16.44,8.79,14.94,C2
10.67,11.59,21.73,4.86,C1
39.18,33.02,10.13,43.31,C1
1.31,18.72,3.32,4.4,C1
2.69,0.0,0.0,21.46,C0
2.6,7.05,1.83,2.41,C1
2.9,0.0,0.0,4.83,C0
4.21,22.16,2.86,5.12,C1
2.57,0.0,1.66,2.45,C0
5.62,29.45,4.98,5.93,C2
1.1,0.0,0.0,28.9,C0
1.41,8.18,1.93,10.13,C1
2.13,4.06,6.39,2.21,C1
2.8,53.22,3.87,2.54,C1
1.21,0.0,0.0,4.8,C0
9.91,0.0,0.0,8.37,C3
2.63,7.88,5.5,2.36,C1
0.0,0.0,0.0,10.73,C3
1.39,7.88,2.46,1.76,C1
0.0,0.0,0.0,27.88,C3
4.52,0.0,0.0,32.52,C0
6.59,0.0,0.0,10.2,C0
4.74,0.0,0.0,13.26,C3
5.13,0.0,1.76,4.74,C2
2.66,0.0,0.0,25.8,C0
1.15,0.0,0.0,12.09,C3
0.54,4.23,1.41,3.73,C1
2.63,11.15,3.71,4.67,C2
3.96,3.9,11.39,2.46,C2
6.6,0.0,1.84,4.67,C2
0.96,2.11,0.28,28.1,C1
7.97,0.0,1.89,2.34,C2
5.29,23.48,3.76,2.35,C1
3.47,0.0,4.19,2.4,C0
4.36,0.0,0.0,3.35,C0
9.19,51.23,1.88,4.92,C1
2.72,7.73,0.95,7.4,C1
2.67,38.24,1.71,25.92,C2
1.49,0.0,0.0,6.6,C0
3.75,7.31,3.72,2.36,C1
15.8,0.0,0.0,36.75,C3
20.35,34.69,11.86,4.71,C2
2.45,14.36,6.09,4.54,C1
2.64,0.0,0.0,9.78,C2
2.39,11.84,17.29,3.56,C1
5.11,14.72,4.52,4.63,C1
2.72,0.0,1.9,2.45,C2
15.92,33.79,9.09,12.34,C0
4.72,0.0,0.0,4.4,C0
2.69,7.71,4.68,2.42,C1
2.26,21.3,5.41,4.41,C1
5.71,15.48,3.46,7.75,C1
2.66,36.81,3.7,2.44,C1
2.58,0.0,0.0,14.26,C2
17.31,7.52,7.0,12.45,C1
2.6,12.04,1.9,2.35,C1
4.76,63.39,2.55,2.32,C1
1.35,68.05,1.8,2.28,C1
2.68,0.0,0.0,19.99,C3
1.11,67.19,0.62,4.04,C1
2.56,0.0,0.0,2.48,C0
4.37,0.0,0.0,24.15,C3
68.28,95.32,52.37,27.58,C0
2.79,0.0,2.89,2.53,C2
2.18,0.0,5.76,1.76,C2
3.77,65.09,4.54,2.43,C1
4.63,3.77,1.27,19.94,C1
2.69,8.01,2.87,12.76,C1
4.02,26.67,0.93,11.97,C1
9.23,0.0,1.81,7.72,C0
11.27,2.99,1.63,41.49,C1
2.49,0.0,0.89,38.84,C2
2.79,70.2,6.88,2.55,C1
3.84,21.82,4.59,2.39,C1
1.29,0.0,0.0,29.23,C3
5.28,0.0,0.0,7.17,C0
3.96,14.96,4.45,2.29,C1
2.63,15.25,2.75,2.42,C1
24.25,0.0,3.74,4.9,C0
1.15,0.0,0.0,17.02,C0
20.65,0.0,6.35,35.53,C3
2.66,39.63,0.96,2.49,C1
4.89,0.0,1.8,2.27,C0
1.38,55.73,3.8,37.34,C1
31.73,85.64,11.06,19.55,C0
10.19,0.0,5.37,4.76,C0
2.72,0.0,7.44,7.28,C0
2.73,43.86,0.95,2.51,C1
5.17,0.0,1.85,2.3,C2
2.63,0.0,0.0,37.59,C0
3.39,0.0,0.79,1.95,C2
1.21,10.83,2.72,2.21,C1
2.69,44.1,3.87,2.51,C1
2.53,37.47,3.5,2.1,C1
5.3,3.67,2.81,2.47,C1
3.77,19.24,2.64,2.23,C1
1.32,14.48,1.49,2.2,C1
0.0,0.0,0.0,10.45,C3
9.39,0.0,3.33,3.16,C1
1.32,0.0,0.0,19.69,C3
4.9,23.15,3.28,12.03,C1
0.0,0.0,0.0,13.0,C3
2.52,17.99,0.9,2.38,C1
8.3,0.0,0.98,5.04,C0
2.28,0.03,0.61,13.96,C1
0.0,0.0,0.0,25.92,C3
8.36,2.1,1.32,28.32,C0
4.84,3.81,5.09,8.65,C2
2.71,8.19,1.86,4.96,C1
7.85,25.85,0.9,4.75,C1
0.0,0.0,0.0,0.0,C3
2.59,71.86,1.87,2.41,C2
11.27,11.36,9.33,10.79,C1
2.94,0.0,0.0,2.81,C0
1.38,19.98,1.92,2.44,C1
4.0,3.94,1.62,4.85,C1
2.72,15.56,3.68,2.42,C1
3.55,27.12,1.83,2.34,C1
0.51,0.0,0.0,12.36,C3
5.37,0.0,0.0,9.79,C2
3.29,0.0,0.0,8.42,C0
19.34,24.26,2.92,15.29,C1
9.94,0.0,0.0,30.89,C3
1.36,22.96,3.74,2.38,C1
2.43,81.2,3.38,2.29,C2
0.0,0.0,0.0,16.66,C3
2.55,58.34,2.54,2.41,C1
3.53,0.0,0.0,2.36,C2
0.0,0.0,0.01,1.25,C2
1.27,55.44,5.87,14.12,C2
6.78,58.0,17.73,16.24,C2
3.76,5.4,4.12,1.77,C1
1.1,7.43,1.5,4.42,C1
40.01,85.88,46.62,20.27,C2
38.98,0.0,1.39,44.21,C0
5.58,8.98,2.72,14.44,C1
0.0,0.0,0.0,26.18,C3
7.64,17.3,6.64,4.65,C1
11.72,69.84,3.51,44.81,C3
3.85,2.49,5.72,2.56,C2
2.7,0.0,0.9,2.47,C2
